7|*|Nintendo NES
3|*|Soap
14|*|Girls (Sz 7 and up)
202|*|Utensils
142|*|Retired, Discontinued
2|*|Ethnographic
187|*|Animals
27|*|3-6 Months
244|*|Candle Holders
1|*|Other Ethnic, Tribal
28|*|16 Inch
61|*|Video Cables
80|*|Tie-ons
4|*|Weird Stuff
145|*|Drives
54|*|1940-69
91|*|Pressbooks (1960-Now)
33|*|Subwoofers
56|*|Nursery
5|*|Blues
66|*|Vases
65|*|Duck Stamps
180|*|Jackets
20|*|Electronic, Battery, Wind-Up
42|*|Tapestries
8|*|Wristwatches
94|*|Cable
59|*|Dept 56
179|*|Outerwear
74|*|Decorative Arts
0|*|Caps & Hats
10|*|Royal Copenhagen Coll Plates
26|*|Estee Lauder
235|*|Robes, Sleepwear
49|*|High Chairs
34|*|Props
111|*|Bronze Age (1970-79)
1|*|PartyLite
106|*|New England Village
97|*|Pottery & China
11|*|Motorcycle
79|*|Paper Money: US
3|*|Antique (Pre-1900)
204|*|Other Bronze Age
2|*|Decorative by Brand
18|*|Hair Removal
69|*|Food & Beverage
17|*|Europe
6|*|Other Hummel Collectibles
21|*|Figurals
52|*|Clocks
0|*|Face Powder
11|*|Bow Ties
9|*|Hollow Ware
6|*|Fiction
70|*|Paintings
4|*|Vintage, Antique
78|*|Pinbacks
121|*|Hummel, Goebel
16|*|Oral Hygiene
138|*|Historical Memorabilia
1|*|Horror, Mystery
0|*|Gel, Mousse, Spray
10|*|Flue Covers
1|*|Disneyana
172|*|Other Sci-Fi
45|*|Sky & UV
130|*|Memorabilia
13|*|EAPG
8|*|Wallets
82|*|North Pole
94|*|Pressbooks (1900-59)
80|*|Other Tops
20|*|Splash Pages
225|*|Irons
8|*|Spare Tops, Bottoms
40|*|Lamps, Lighting, Ceiling Fans
9|*|Other Materials
28|*|Mules
99|*|California Pottery
2|*|Country
30|*|Wheaton
8|*|Comic
15|*|Housewares & Kitchenware
5|*|Slightly Unusual
16|*|Top & T-Shirts
14|*|Colored
144|*|Science Fiction
39|*|Basketball-NBA
128|*|Hats
178|*|Clothing: Regular
4|*|Other Melamine Items
199|*|Other Longaberger Items
6|*|Pyrex
108|*|Snowbabies
116|*|Metalware
2|*|One-Piece
9|*|Footwear
43|*|Socks & Tights
55|*|Seated Liberty (1839-91)
218|*|Choppers
7|*|Protectors
99|*|Clothing
31|*|Sets
11|*|Drawings, Sketches
87|*|Swarovski
0|*|Bitters
3|*|Roman
5|*|Veils, Headpieces
83|*|Maisto
73|*|Antiques
92|*|Home Audio & Video
28|*|Action Figures
193|*|Other Shakers
27|*|Trivial Pursuit
226|*|Canisters
21|*|Electronic, Interactive
3|*|Golf-PGA
2|*|Other Shapes
98|*|International/1847 Rogers
12|*|Mystery
215|*|War
165|*|Other Modern Bottles
11|*|Lenses
34|*|Fragrances: Men
14|*|Animation
183|*|Other Modern Age
51|*|Just the Right Shoe
6|*|Nutcrackers
6|*|Charms, Lockets
7|*|Other Gowns
21|*|Horror, Sci-Fi
53|*|Antique (Pre-1930)
20|*|Underwire
171|*|Trading Cards
53|*|Boots
5|*|Egg Beaters
2|*|12-24 Months
34|*|Westerns
35|*|Bath, Shower Gel
93|*|Cable & Satellite
65|*|Scarves
113|*|China
51|*|Scanners
76|*|Paper Money: World
10|*|Massagers
72|*|Glass
45|*|Power Tools
14|*|Poisons
100|*|Home D_cor
45|*|Coats
1|*|Artistic Nudes
38|*|Emerald
37|*|Miniatures
124|*|Lawn Mowers, Tractors
2|*|Napkins, Placemats
3|*|20 Inch
1|*|Conditioner
63|*|Wade Figurines
50|*|ANRI
24|*|Evening
96|*|Other Silver Age
70|*|Honey, Syrup
32|*|Car Audio & Electronics
1|*|Decorative & Holiday
22|*|Kiddie Car Classics
234|*|Underwear, Sleepwear
81|*|Art
43|*|Whiskeys: Screw Top
105|*|Collections, Mixture
10|*|Walking
47|*|PCMCIA Cards
8|*|National Geographic
13|*|Non-US Countries, Town Views
124|*|Memories of Yesterday
57|*|Casual, Daytime
16|*|16mm
